word,value
monyet,-3.0
morat-marit,-3.0
morfin,-3.0
motivasi,0.0
moyang,-4.0
muak,-5.0
mual,-5.0
muatan,-5.0
mucikari,-5.0
muda,-2.0
mudarat,-5.0
mudik,-3.0
muflis,-4.0
mula,-3.0
mules,-4.0
mulus,-0.5
mulut,-1.0
mulut gapil,-4.0
mulut gatal,-4.0
mulut rambang,-4.0
mumet,-4.0
mumi,-4.0
mumpung,-0.5
muncikari,-5.0
muncul,-1.0
munding,-3.0
mungil,-0.5
mungkar,-4.0
mungkin,-1.0
mungkir,-5.0
mungut,-2.0
muntah,-3.0
muntahan,-4.0
muntup,-3.0
mupeng,-2.0
murahan,-4.0
muram,-4.0
muram durja,-5.0
murca,-4.0
muring,-5.0
murka,-4.0
murtad,-5.0
murung,-4.0
murup,-3.0
murus,-5.0
musibah,-5.0
musir,-4.0
muskil,-2.0
musnah,-5.0
mustaka,-3.0
musuh,-4.0
musuhan,-4.0
musyawarah,-0.5
mutlak,-3.0
naas,-5.0
nabrak,-4.0
naena,-2.0
nahan,-3.0
nahas,-2.0
naik darah,-4.0
naik pitam,-4.0
najis,-4.0
najisin,-4.0
nakal,-5.0
nala,-3.0
nama buruk,-5.0
nanar,-4.0
nang,-5.0
nangis,-5.0
nanti,-2.0
nanya,-1.0
naon,-2.0
napa,-2.0
nape,-3.0
napsu,-3.0
narasi,-4.0
narkotik,-3.0
narkotika,-4.0
nasihat,-3.0
natural,-1.0
naudzubillah,-5.0
ndak,-3.0
ndut,-4.0
negasi,-2.0
nekat,-1.0
nelangsa,-3.0
nemu,-2.0
nenes,-2.0
neraka,-5.0
nestapa,-1.0
next,-2.0
ngaceng,-5.0
ngadepin,-2.0
ngadu,-3.0
ngakak,-2.0
ngaku,-0.5
ngalah,-0.5
ngambek,-5.0
ngamen,-3.0
ngancem,-4.0
nganggur,-3.0
ngantuk,-2.0
ngarep,-2.0
ngarti,-3.0
ngatain,-5.0
ngeang,-4.0
ngeden,-2.0
ngeles,-3.0
ngeluh,-4.0
ngelupain,-1.5
ngenes,-4.0
ngerasa,-2.0
ngerasain,-0.5
ngeri,-4.0
ngerjain,-2.0
ngerti,0.0
ngertiin,-3.0
ngeselin,-5.0
ngesot,-2.0
ngespam,-3.0
ngestalk,-4.0
ngetawain,-4.0
ngga,-2.0
nggak,-1.0
ngidam,-2.0
ngikutin,-2.0
ngilang,-3.0
ngiler,-3.0
ngilu,-4.0
ngomel,-4.0
ngomongin,-3.0
ngotot,-4.0
nihh,-3.0
nihil,-4.0
nikah,-0.5
ninggalin,-4.0
nira,-3.0
nis-,-3.0
nista,-5.0
nistaan,-5.0
njir,-3.0
noda,-4.0
nol,-3.0
nona,-3.0
nongol,-2.0
nujum,-4.0
numpuk,-3.0
nungguin,-0.5
nusuk,-3.0
nuzul,-4.0
nyakitin,-5.0
nyala,0.0
nyalahin,-4.0
nyampah,-4.0
nyamuk,-1.0
nyangka,-3.0
nyanyang,-5.0
nyanyian,0.0
nyari,-2.0
nyariin,-2.0
nyasar,-4.0
nyebelin,-4.0
nyebut,-3.0
nyelekit,-4.0
nyenyak,-4.0
nyenyat,-4.0
nyenyeh,-4.0
nyerah,-3.0
nyeri,-4.0
nyesal,-4.0
nyesek,-4.0
nyesel,-5.0
nyet,-4.0
nyiksa,-4.0
nyinyir,-4.0
nyolong,-4.0
nyontek,-5.0
nyuruh,-3.0
obat,-3.0
obat bedil,-3.0
obral,-3.0
obrolan,-4.0
obsesi,-0.5
obsolet,-5.0
ocehan,-4.0
odoh,-5.0
ogah,-3.0
ogah-ogahan,-4.0
ogel,-4.0
oles,-4.0
olok,-4.0
olok-olok,-5.0
oma,-2.0
omong,-4.0
omong kosong,-1.5
omongan,-4.0
onak,-4.0
onar,-5.0
ongkang-ongkang,-4.0
ongok,-3.0
onyak-anyik,-4.0
oon,-5.0
open,-3.0
opium,-3.0
oposisi,-3.0
opp,-1.0
ora,-3.0
orang bunian,-4.0
orang halus,-4.0
orang-orangan,-3.0
orbit,-4.0
orok,-3.0
osteoporosis,-5.0
otak,0.0
otak ayam,-5.0
otak telur,-5.0
otak udang,-5.0
otaknya,-2.0
otek,-4.0
otot,-4.0
oven,-4.0
ovipositor,-3.0
oyok,-3.0
oyong,-4.0
pa,-5.0
pacak,-4.0
pacar,-0.5
pacaran,0.0
pacul,-4.0
pada,-3.0
padang luas,-3.0
padang pasir,-3.0
paganisme,-5.0
pagebluk,-5.0
pagi,-1.0
pagina,-2.0
pahit,-3.0
pailit,-5.0
pait,-4.0
pajak,-3.0
pakar,-1.0
paksa,-4.0
palat,-5.0
pales,-4.0
palit,-3.0
palka,-3.0
palolo,-4.0
pamer,-3.0
pameran,-3.0
pamflet,-3.0
pampat,-5.0
panar,-3.0
panas hati,-5.0
pancakara,-4.0
pancaran,-3.0
pancur,-1.0
pandai,0.0
pandemi,-5.0
pandir,-5.0
panggil,-1.0
pangkal kerongkongan,-5.0
pangkur,-4.0
pangsa,-3.0
panik,-4.0
panji-panji,-3.0
pantang,-4.0
pantas,-2.0
pantat,0.0
pantes,-1.0
pantesan,-2.0
papak,-3.0
papakerma,-5.0
papar,-3.0
parah,-5.0
paralelogram,-4.0
paranormal,-2.0
parau,-4.0
pari-,-3.0
pariwara,-3.0
parlemen,-3.0
parlente,-4.0
parokial,-3.0
paruh,-3.0
parut,-3.0
pasak,-4.0
pasal,-4.0
pasif,-1.0
pasokan,-3.0
pasrah,0.0
pasuk,-0.5
pasukan,-5.0
patah,-4.0
patah pucuk,-5.0
pataka,-3.0
patgulipat,-5.0
pati,-1.0
patos,-5.0
patuk,-5.0
patung,-3.0
patut,-1.5
pautan,-4.0
pawana,-4.0
payudara,-3.0
pdhal,-2.0
pecat,-5.0
pedar,-4.0
pedas,-4.0
pedes,-2.0
pedih,-4.0
pedofil,-5.0
pegal hati,-4.0
pegang,-2.0
pegari,-3.0
pegawai negeri,-3.0
pegawai pemerintah,-3.0
pejabat,-3.0
pejajaran,-4.0
pekak,-3.0
pekik,-5.0
pekikan,-5.0
pekir,-4.0
pekuk,-3.0
pelak,-3.0
pelaksanaan,-4.0
pelana,-3.0
pelantikan,-3.0
pelanting,-3.0
pelecehan,-5.0
pelecok,-3.0
pelerai,-3.0
peles,-1.0
peleset,-4.0
pelesit,-4.0
pelet,-3.0
peletan,-3.0
pelir,-5.0
pelit,-0.5
pelontar,-3.0
pelor,-3.0
pelosok,-3.0
pelosot,-3.0
peluk,-3.0
peluru,-3.0
pemain,-3.0
pemakai bahasa,-3.0
pemalak,-5.0
pemantik api,-4.0
pemarah,-4.0
pematang,-4.0
pembabil,-4.0
pembaiatan,-3.0
pembalut,-3.0
pembangkang,-4.0
pembantah,-4.0
pembarut,-3.0
pembatalan,-3.0
pembelit,-3.0
pembendung,-3.0
pemberadaban,-3.0
pemberian,-0.5
pemberitahuan,-3.0
pemberon-takan,-4.0
pembersih,-4.0
pembesar,-2.0
pembohong,-4.0
pembudayaan,-5.0
pembungkus,-3.0
pemburu,-5.0
pemerasan,-4.0
pemerdaya,-4.0
pemikiran,-1.0
peminta-minta,-4.0
pemisah,-3.0
pemupusan,-3.0
penabalan,-3.0
penanda,-3.0
penanggalan,-4.0
penanggung,-4.0
penangkis,-3.0
penarah,-3.0
penarung,-4.0
penasaran,-3.0
penata,-3.0
pencahayaan,-3.0
pencegah,-0.5
pencemaran,-4.0
pencerahan,-3.0
pencet,-2.0
pencolek api,-4.0
pencucuk,-3.0
pencukuran,-4.0
pendamai,-3.0
pendapatan,-0.5
pendek,-0.5
pendek akal,-3.0
pendek tali,-4.0
penderitaan,-5.0
pending,-3.0
pendongkrak,-3.0
pendusta,-4.0
penelik,-3.0
penengah,-3.0
penerangan,-0.5
penertiban,-2.0
peng-antara,-3.0
pengacauan,-4.0
pengakuan,-0.5
pengamitan,-4.0
pengang,-3.0
penganggur,-4.0
pengangguran,-4.0
pengangkatan,-3.0
pengangkutan,-5.0
pengantara,-3.0
pengap,-4.0
pengar,-4.0
pengasih,0.0
pengebat,-3.0
pengecoh,-4.0
pengejawantahan,-3.0
pengeluaran,-3.0
pengesahan,-3.0
pengetam,-3.0
penggali,-4.0
pengganggu,-4.0
pengganti,0.0
penggaruk,-3.0
penggelapan,-4.0
penggentaran,-1.5
pengguguran,-3.0
penghabisan,-3.0
penghalang,-5.0
penghambat,-5.0
penghapus,-3.0
penghapusan,-3.0
penghilangan,-3.0
penghinaan,-5.0
penghisapan,-4.0
penghormatan,-3.0
penghukuman arestasi,-3.0
pengikat,-3.0
pengindahan,-2.0
pengingkaran,-3.0
pengintai,-3.0
pengiriman,-5.0
pengiring,-3.0
pengotoran,-4.0
pengukuhan,-3.0
pengumpil,-3.0
pengumuman,-3.0
pengungkit,-3.0
pengunjukan,-3.0
peniadaan,-3.0
penindasan,-4.0
penindihan,-4.0
pening,-3.0
penipu,-4.0
penis,-5.0
peniti,-4.0
penjara,-4.0
penjelmaan,-3.0
penjuru,-3.0
penobatan,-3.0
penodong,-5.0
penolak,-3.0
penongkat senduk,-3.0
pensiun,-3.0
pental,-3.0
penting,-0.5
pentung-pentungan,-4.0
penubuhan,-3.0
penuh sesak,-3.0
penumpang,-3.0
penurunan,-5.0
penurut,-3.0
penutup,-3.0
penutupan,-2.0
penutur bahasa,-3.0
penuturan,-3.0
penyadaran,-3.0
penyadur,-3.0
penyakit,-4.0
penyalut,-3.0
penyangga,-3.0
penyanggah,-4.0
penyangkal,-4.0
penyap,-3.0
penyatuan,-0.5
penyebab,-3.0
penyekutuan (Allah),-5.0
penyelewengan,-4.0
penyelidikan,-5.0
penyemat,-4.0
penyepelean,-4.0
penyepit,-3.0
penyertifikatan,-4.0
penyigian,-3.0
penyimpangan,-4.0
penyinaran,-3.0
penyodok,-3.0
penyudah,-2.0
penyudahan,-3.0
penyumbat,-3.0
penyungkit,-3.0
pepak,-3.0
pepat,-3.0
pepet,-5.0
peradam,-5.0
peragaan,-3.0
perahu,-4.0
perak,-1.5
peranakan,-0.5
perang,-3.0
perang mulut,-5.0
perangsang,0.0
peranjat,-3.0
perantara,-4.0
perapian,-4.0
perban,-3.0
perbantahan,-3.0
perbaraan,-4.0
perbedaan,-2.0
perbincangan,-0.5
percabangan,-4.0
percaturan,-3.0
percekcokan,-4.0
percuma,0.0
perdata,-3.0
perdebatan,-3.0
perebutan,-1.0
perenyak,-4.0
peres,-3.0
peretel,-4.0
pergabungan,-3.0
pergesekan,-4.0
pergi,-1.0
pergok,-5.0
perguaman,-4.0
perhiasan,-4.0
perih,-4.0
periksa,-5.0
pering,-3.0
peristiwa,0.0
perit,-4.0
perkakas,-3.0
perkara,-4.0
perkawinan,-3.0
perkembangan,-1.0
perkomplotan,0.0
perkutut,-3.0
perlahan-lahan,-4.0
perlawanan,-2.0
perlengkapan,-3.0
perlina,-3.0
permai,-4.0
permenungan,-0.5
permulaan,0.0
permusuhan,-5.0
perosok,-4.0
perpegangan,-2.0
persangkutan,-1.0
persediaan,0.0
persengketaan,-4.0
persesuaian bunyi,-3.0
persetubuhan,-3.0
persoalan,-3.0
persuasi,-3.0
pertentangan,-5.0
pertiwi,0.0
pertunjuk,-3.0
pertunjukan,-3.0
pertunjukan perasaan,-3.0
perundungan,-4.0
perus,-5.0
perusuhan,-4.0
perwujudan,-3.0
pesan,-0.5
pesawat,-3.0
peserta,-3.0
petaka,-4.0
petanda,-3.0
petir,-3.0
petugas,-3.0
petung,-3.0
petus,-3.0
pgen,-1.0
php,-4.0
pialang,-3.0
pica,-4.0
pihak,-3.0
pijat-pijat,-5.0
pikat,-4.0
pikir,-0.5
pikiran tumpul,-3.0
pikul,-2.0
pikulan,-2.0
pikun,-4.0
pilak,-5.0
pilih,-2.0
pilih-pilih,-3.0
pilon,-3.0
pilu,-5.0
pinak,-3.0
pincang,-4.0
pindah,-1.0
pinggir,-4.0
pingsan,-3.0
pipis,-2.0
pipitan,-3.0
pisah,-3.0
pita,-4.0
pitnah,-3.0
piye,-3.0
please,-3.0
plonga-plongo,-3.0
plongah-plongoh,-3.0
pls,-3.0
pohon,-4.0
pojok,-3.0
poko,-2.0
pokok,0.0
pokoknya,-3.0
pokonya,-2.0
pol,-3.0
politik,-1.0
polos,-2.0
polusi,-4.0
pongah,-5.0
pongsu,-4.0
poor,-4.0
popokan,-4.0
porak-poranda,-5.0
porno,-5.0
potel,-5.0
potol,-4.0
potong,-2.0
potongan,-2.0
praduga,-3.0
prahara,-3.0
prajurit,-1.5
pranatal,-3.0
prapendapat,-3.0
prasangka,-1.0
presentasi,-3.0
pretel,-4.0
prihatin,-0.5
primer,-4.0
primitif,-0.5
prinsipil,-4.0
problem,-4.0
prosa,-1.0
prosais,-3.0
prosedur,-4.0
protes,-3.0
puaka,-4.0
puasa,-2.0
puatang,-5.0
pub,-4.0
pucat,-4.0
pudar,-0.5
puisi,-3.0
pukang,-3.0
pukul,-1.5
pukulan,-3.0
pulak,-2.0
pulsa,-3.0
pumpun,-3.0
pun,-3.0
punah,-4.0
puncak,-3.0
pundung,-4.0
puntianak,-5.0
puntung,-3.0
pupus,-5.0
puputan,-3.0
purba,-3.0
purbasangka,-3.0
purnama,-0.5
purwa,-2.0
pusang,-5.0
pusing,-4.0
pusing keling,-5.0
pusink,-3.0
puspamala,-3.0
pusu,-4.0
pusung,-3.0
putau,-3.0
putih,-4.0
putih tulang,-2.0
putus,-1.0
putus akal,-5.0
putus jiwa,-5.0
putus napas,-4.0
putus nyawa,-5.0
putus tali gantung,-2.0
putus usia,-3.0
puyan,-4.0
puyeng,-4.0
qada,-2.0
raba,-1.0
rabak,-3.0
rabies,-4.0
rad,-3.0
radang,-4.0
radikal,-4.0
radius,-4.0
ragam,-4.0
ragu,-3.0
ragu-ragu,-3.0
raguk,-3.0
rahmat,-3.0
raib,-3.0
raiso,-3.0
rajam,-5.0
rajaman,-4.0
rakaat,-4.0
ramai,-1.0
ramal,-2.0
rambang,-5.0
rame,0.0
rampak,-5.0
rampang,-2.0
rampas,-4.0
rampok,-5.0
ranai,-4.0
ranap,-5.0
rancap,-4.0
rancau,-3.0
randek,-3.0
random,-4.0
rang,-3.0
rangkai,-4.0
rangkap,-0.5
rangkul,-3.0
rangsang,-3.0
rantai,-3.0
rantaian,-3.0
rantas,-3.0
rantus,-3.0
ranyah,-5.0
rapat,-1.0
rapet,-2.0
rapun,-5.0
rasa,-2.0
rasa hati,-2.0
rasa malu,-4.0
rasain,-3.0
rasialisme,-5.0
rasio,-1.5
rasionalitas,-4.0
rasisme,-5.0
rasuk,-0.5
rata,-1.5
ratap,-3.0
ratapan,-3.0
rawak,-5.0
rawan,-5.0
rawat,0.0
rayah,-5.0
rayu,-4.0
rayuan,-3.0
reaksi,-1.5
realisasi,-3.0
realitas,-3.0
reba,-5.0
rebah,-0.5
rebak,-3.0
rebeh,-5.0
rebet,-5.0
rebut,-1.0
reca,-3.0
receh,-4.0
recehan,-4.0
redam,-2.0
redang,-4.0
redik,-5.0
redup,-3.0
reguk,-3.0
reka,-0.5
rekam,-0.5
rel (kereta api),-4.0
relai,-5.0
relasi,-0.5
relevansi,-1.0
relung,-2.0
rem,-5.0
remaja,-2.0
rembas,-5.0
remeh,-0.5
rempak,-4.0
remuk,-4.0
remuk redam,-5.0
rencana,-1.0
rendah,-5.0
rengeh,-3.0
renggang,-3.0
rengsa,-5.0
renjana,0.0
rentan,-4.0
renti,-3.0
renyang,-5.0
renyem,-3.0
repot,-5.0
represi,-4.0
reput,-3.0
resah,-5.0
resan,-5.0
resap,0.0
resek,-4.0
resesi,-5.0
residivis,-5.0
resistan,-2.0
resonansi,-3.0
restan,-3.0
restoran,-4.0
resultan,-3.0
resurjensi,-5.0
retak,-4.0
retas,-3.0
retek,-3.0
rewel,-4.0
reyot,-3.0
riang gembira,-3.0
riba,-3.0
ribet,-4.0
ribut,0.0
ricuh,-0.5
rida,-0.5
rim,-3.0
rinding,-3.0
rindu,-0.5
rindunya,-2.0
ringan lidah,-4.0
ringan mulut,-4.0
ringkas,-2.0
ringkih,-4.0
ringkik,-3.0
ringkus,-5.0
rintik,-3.0
rintis,0.0
rintisan,0.0
rip,-5.0
risa,-4.0
risi,-3.0
risiko,-3.0
riuk,-3.0
robek,-3.0
roboh,-5.0
roda,-5.0
rogoh,-3.0
rogok,-3.0
roh jahat,-4.0
rokok,-3.0
rombak,-2.0
rombeng,-3.0
rombengan,-4.0
rombongan,-4.0
romong,-4.0
rompak,-5.0
rompeng,-4.0
rompes,-4.0
rompoh,-4.0
rompok,-2.0
rompong,-3.0
rompyok,-5.0
rongga,-3.0
ronggang,-3.0
rongkol,-5.0
rongseng,-4.0
rongsok,-3.0
rongsokan,-3.0
rontok,-1.0
rosak,-3.0
rua,-4.0
ruai,-4.0
ruak,-4.0
ruang,-3.0
ruat,-4.0
rubuh,-5.0
rucah,-5.0
rudapaksa,-4.0
rudin,-5.0
rugi,-5.0
rumbing,-4.0
rumit,-5.0
rumor,-5.0
runcing,-4.0
rundung,-4.0
runtuh,-5.0
runtun,-5.0
runyam,-5.0
rurut,-5.0
rusak,-0.5
rusak binasa,-4.0
rusuh,-1.5
rusuk,-4.0
rute,-1.0
ruwet,-4.0
ruyup,-5.0
sabak,-3.0
sabil,-4.0
sabit,-3.0
sad,-4.0
sadis,-5.0
sadur,-3.0
safa,-4.0
safih,-4.0
safinah,-3.0
sahabat,0.0
sahara,-2.0
saja,-3.0
sajak,-0.5
sajen,-4.0
sakit,-5.0
sakit hati,-3.0
sakit ingat,-4.0
sakit ingatan,-4.0
sakit jiwa,-4.0
sakit-sakitan,-4.0
sakitnya,-4.0
sakral,-2.0
saksama,-1.5
salah,-4.0
salah benang,-1.0
salah langkah,-3.0
salah tingkah,-4.0
salah urat,-3.0
salahku,-4.0
salak,-3.0
salin,0.0
sama sekali,-3.0
sama-sama,-4.0
samar,-5.0
sambar,-3.0
sambaran,-3.0
sambat,-3.0
sambel,-2.0
sambit,-5.0
sambung,-3.0
sambungan jiwa,-3.0
sampah,-4.0
sampai,-1.0
sampai hati,-2.0
sampai rasa,-2.0
sampean,-4.0
samping,-4.0
sampuk,-3.0
sampul,-3.0
sampur,-3.0
sanding,-2.0
sandung,-5.0
sangat,-1.0
sange,-5.0
sanggama,-2.0
sanggit,-3.0
sangit,-5.0
sangka,0.0
sangkut,-1.0
sangkut-paut,-0.5
sangsi,-2.0
sano,-4.0
santet,-5.0
sapi,-3.0
sapi jantan,-3.0
sapit,-3.0
sapu,-3.0
sara,-3.0
sara bara,-5.0
sarak,-3.0
saran,-0.5
sarangan,-3.0
sarau,-5.0
sarik,-3.0
sarit,-4.0
sarung,-3.0
sasana,-3.0
satelit,-3.0
satir,-0.5
satire,-3.0
saum,-2.0
sawat,-5.0
saya,-3.0
sayang,0.0
sayangnya,-1.0
sayap,-4.0
sayat,-4.0
sayu,-3.0
sayu rawan,-3.0
sayu rayu,-3.0
sayup,-3.0
se-sat pusat,-4.0
seandainya,-1.0
sebagai,-3.0
sebanding,0.0
sebaran,-3.0
sebarang,-2.0
sebat,-1.0
sebel,-5.0
sebelah,-4.0
sebenernya,0.0
sebentar,-2.0
seberang,-3.0
sebit,-4.0
sedat,-4.0
sederhana,-1.0
sedi,-2.0
sediaan,-3.0
sedih,-5.0
sedihhh,-5.0
sedihnya,-5.0
sedikit,-4.0
sedikit-dikitnya,-3.0
sedu,-5.0
seenak,-4.0
seenaknya,-4.0
segera,0.0
segi,-4.0
segitu,-3.0
segitunya,-3.0
sekadar,-3.0
sekali,-1.0
sekam,0.0
sekedup,-3.0
seko,-3.0
sekongkol,-4.0
sekongkolan,-4.0
sekop,-3.0
seksi,-3.0
seksologis,-2.0
seksualitas,-5.0
sekurang-kurangnya,-3.0
sekutu,-3.0
seladang,-3.0
selagi,-2.0
selap,-3.0
selebaran,-3.0
seleder,-5.0
selekeh,-5.0
selektif,-3.0
selempang,-5.0
selerang,-5.0
selesai,-1.0
selesma,-3.0
seleweng,-5.0
selia,-4.0
selidik,-0.5
selingkuh,-5.0
selingkuhan,-5.0
selir,-4.0
selisih,-4.0
selit-belit,-3.0
selokan,-4.0
selubung,-5.0
seluk beluk,-4.0
seluk-beluk,-4.0
selulur,-2.0
seluruhnya,-3.0
selusur,-3.0
semak hati,-5.0
seman,-5.0
semangatin,-1.0
semaput,-4.0
semata-mata,-2.0
semau,-3.0
semayam,-3.0
sembah,-2.0
sembam,-4.0
sembarang,-4.0
sembarangan,-4.0
sember,-4.0
sembrono,-5.0
sembul,-1.0
sembunyi-sembunyi,-4.0
sembur,-1.0
semburan,-4.0
semena,-3.0
semena-mena,-5.0
semenggah,-5.0
sementara,-4.0
sementung,-5.0
semi,0.0
semok,-4.0
sempelah,-4.0
sempit,-4.0
semprot,-5.0
semprotan,-5.0
sempuras,-3.0
sempurna,0.0
semrawut,-5.0
semua,-3.0
semuanya,-3.0
senat,-3.0
sendal,-3.0
sendiri,-3.0
sendirian,-3.0
sendu,-2.0
senengnya,-1.0
senewen,-4.0
sengaja,-2.0
sengal,-4.0
senging,-5.0
sengsara,-5.0
seni,-1.5
senior,-3.0
senjang,-1.5
senonoh,-5.0
sensasi,-5.0
sensi,-4.0
sentakan,-5.0
senteng,-5.0
sentilan,-5.0
sentimen,-3.0
sentong,-3.0
sentuh,-0.5
sentuh asa,-1.0
sentuk,-4.0
senyampang,-4.0
senyap,-1.5
senyur,-4.0
sepak,-3.0
separuh,-3.0
sepele,0.0
sepenuhnya,-3.0
seperti,-1.0
sepertinya,-2.0
sepi,-3.0
sepihak,-3.0
sepit,-3.0
sepuh,-1.0
serabutan,-5.0
seraga,-3.0
serah,-0.5
serak,-4.0
serakan,-3.0
seram,-4.0
serampangan,-5.0
serampu,-3.0
seranah,-3.0
serang,-4.0
serangan,-3.0
serapah,0.0
serasi,0.0
serawak,-3.0
serem,-5.0
serenging,-5.0
serengit,-4.0
serik,-3.0
serindai,-5.0
seringai,0.0
seringing,-4.0
serius,-5.0
serobot,-3.0
serong,-4.0
serpihan,-4.0
seru,0.0
seruh,0.0
serupa,-3.0
serutu,-3.0
sesak,-3.0
sesal,-1.5
sesalan,-2.0
sesat,-4.0
sesat akal,-2.0
sesat pusat,-4.0
setan,-4.0
setek,-4.0
setengah,-3.0
seteru,-4.0
setia,-4.0
setimbang,-3.0
setimpal,-1.5
setip,-3.0
sewal,-5.0
sewenang-wenang,-5.0
sewot,-2.0
shabu-shabu,-3.0
shy,-3.0
si dia,-3.0
si fulan,-3.0
si polan,-3.0
sia,-5.0
sia-sia,-4.0
sial,-5.0
sialan,-5.0
sian,-3.0
siapa,-0.5
siapanya,-2.0
siaran,-3.0
sidang,-1.0
sidik midik,-3.0
sifer,-3.0
sigar,-3.0
signifikansi,-1.0
sihh,-2.0
sikit,-3.0
siklon,-4.0
siksa,-5.0
siksaan,-5.0
sila,-1.5
silam,-4.0
silang,-4.0
silang selisih,-1.5
silang sengketa,-4.0
silap,-4.0
silap mata,-5.0
silu,-5.0
siluman,-5.0
simak,-1.0
simbah,-3.0
simpan,-3.0
simpanan,0.0
simpang,-4.0
simpang-siur,-4.0
simpatik,-1.0
simpuh,0.0
sin,-1.0
sindir,-3.0
sindiran,-3.0
singgah,-2.0
singgung,-2.0
singkap,0.0
singkat,-3.0
singkat akal,-3.0
singkil,-4.0
singkir,-5.0
sinting,-5.0
sipongang,-3.0
sir,0.0
sir-siran,0.0
sirap hati,-0.5
siratan,-3.0
sirik,-5.0
sirkuler,-3.0
sirna,-2.0
sisa,-4.0
sisih,-2.0
sistem,-4.0
sistematik,-3.0
sistematis,-3.0
sitoplasma,-5.0
sivilisasi,-3.0
skors,-3.0
slebor,-5.0
slip,-5.0
soak,-5.0
soal,-1.0
soal jawab,-3.0
soalnya,-1.0
sobat,0.0
sobek,-3.0
sodok,-3.0
soe,-5.0
sogok,-4.0
sogokan,-4.0
solek,-4.0
solokan,-4.0
sombong,-3.0
someng,-4.0
somplak,-4.0
soms,-4.0
songsong,-2.0
sontak,-4.0
sorak,-3.0
sorang,-2.0
sorangan,-3.0
sorry,-4.0
sosi,-5.0
sotau,-4.0
sotoy,-4.0
spam,-3.0
spektakel,-3.0
spion,-3.0
stagnan,-1.0
stagnasi,-5.0
stalk,-4.0
stalking,-4.0
standar,-2.0
stok,-3.0
stop,0.0
stori,-5.0
stres,-4.0
stress,-5.0
suak,-2.0
suap,-1.0
suari,-3.0
subang,-1.0
subversif,-4.0
sudahlah,-3.0
sudi,-0.5
sudu,-3.0
sugesti,-0.5
suka hati,-3.0
suka mengganggu,-4.0
sukar,0.0
sukaria,-3.0
sukatan,-5.0
sulalah,-3.0
sulfur,-3.0
sumarah,-4.0
sumbang,-4.0
sumbat,-3.0
sumbing,-4.0
sumpah,0.0
sumpah serapah,-5.0
sumpal,-3.0
sumpek,-4.0
sumpit,-3.0
sun,-3.0
sunam,-3.0
sundal bolong,-5.0
sunduk,-3.0
sundut,-3.0
sungguhpun,-3.0
sungkan,-4.0
sungkap,-3.0
sungkawa,-3.0
suni,-4.0
sunu,-2.0
sunyi,-1.0
supaya,-3.0
suplai,-0.5
surah,-4.0
suram,-5.0
surat takdir,-0.5
suratan takdir,-0.5
suri,-1.0
surih,-3.0
suruh,-2.0
surup,-5.0
surut,-4.0
susah,-3.0
susah hati,-1.0
susahnya,-3.0
susila,-2.0
suspend,-3.0
susu,-4.0
susuh,-4.0
susuk,-0.5
susup,-2.0
susur tangan,-3.0
susut,-0.5
sutradara,-3.0
suudzon,-4.0
syahwat,-2.0
syair,-3.0
syak,-3.0
syedi,-4.0
syedih,-5.0
syur,-3.0
ta,-3.0
tabrak,-3.0
tabungan,0.0
taburan,-3.0
tae,-4.0
tagar,-3.0
tagih,-3.0
tagut,-4.0
tahan,-0.5
tahi,-5.0
tahi angin,-4.0
tahu,0.0
tai,-5.0
taik,-5.0
tais,-3.0
tajak,-3.0
taji,-4.0
tak bernyawa,-5.0
takaran,-5.0
takda,-2.0
takul,-3.0
takut,-1.5
talak,-3.0
talas,-3.0
talenan,-5.0
tali jantung,-3.0
talun,-3.0
tamat,-0.5
tamat riwayat,-3.0
tamat riwayatnya,-3.0
tambak,-3.0
tambat hati,-2.0
tambatan hati,-2.0
tambeng,-5.0
tambun,-3.0
tampak,-1.0
tamparan,-3.0
tampik,-4.0
tampil,-1.0
tampuk,-3.0
tanah tandus,-3.0
tanda,-2.0
tandang,-0.5
tandanya,-2.0
tanduk,-2.0
tangan panas,-4.0
tanggal,-4.0
tanggul,-3.0
tanggung,-2.0
tanggungan,-3.0
tangis,-5.0
tangisan,-5.0
tangkap,-3.0
tangkap basah,-3.0
tangkap tangan,-4.0
tangkapan,-3.0
tangkas,-1.0
tangkis,-3.0
tantang,-4.0
tanur,-4.0
tanya,0.0
tapa-tapa,-3.0
tapak kaki,-3.0
tarak,-3.0
tarekat,-1.0
tarik napas habis,-5.0
tarung,-3.0
tatah-tatah,-5.0
tatak,-4.0
tau,-4.0
tauk,-3.0
taun,-5.0
taut,-1.0
tauu,-3.0
tawar,-4.0
tawon,-3.0
tbc,-3.0
tebal hati,-5.0
tebal telinga,-1.0
tebaran,-3.0
tebat,-3.0
tedak,-4.0
teduh,0.0
tega,-5.0
tegal,-4.0
teganya,-4.0
tegar,-1.0
tegun,-3.0
tegur,-0.5
tegur ajar,-5.0
teguran,0.0
tekak,-5.0
tekan,-1.0
tekan mental,-4.0
tekanan,-3.0
tekanan mental,0.0
tekek,-3.0
teknik,-4.0
teks,-3.0
tekuk lutut,-3.0
telaah,0.0
telak,-3.0
telan,-5.0
telantar,-4.0
telat,-5.0
teledor,-5.0
telerang,-3.0
teles,-4.0
telik,-2.0
telimpuh,-3.0
telinga merah,-3.0
teliti waskita,-3.0
tembak,-5.0
tembak-menembak,-5.0
